id,time,ele
153,21:38.6,1158
153,21:39.6,1152
153,21:40.6,1150
153,21:41.6,1145
153,21:42.6,1140
153,21:43.6,1137
153,21:44.6,1134
153,21:45.6,1127
153,21:46.6,1125
153,21:47.6,1117
153,21:48.6,1106
153,21:49.6,1101
153,21:50.6,1101
153,21:51.6,1085
153,21:52.6,1074
153,21:53.6,1067
153,21:54.6,1055
153,21:55.6,1058
153,21:56.6,1059
153,21:57.6,1057
153,21:58.6,1045
153,21:59.6,1039
153,22:00.6,1029
153,22:01.6,1014
153,22:02.6,1007
153,22:03.6,998
153,22:04.6,992
153,22:05.6,987
153,22:06.6,981
153,22:07.6,981
153,22:08.6,980
153,22:09.6,982
153,22:10.6,982
153,22:11.6,980
153,22:12.6,1000
153,22:13.6,996
153,22:14.6,999
153,22:15.6,999
153,22:16.6,996
153,22:17.6,994
153,22:18.6,993
153,22:19.6,1283
153,22:20.6,1333
153,22:21.6,1596
153,22:22.6,1603
153,22:23.6,1604
153,22:24.6,1604
153,22:25.6,1605
153,22:26.6,1603
153,22:27.6,1604
153,22:28.6,1604
153,22:29.6,1603
153,22:30.6,1603
153,22:31.6,1604
153,22:32.6,1602
153,22:33.6,1580
153,22:34.6,1581
153,22:35.6,1573
153,22:36.6,1509
153,22:37.6,1480
153,22:38.6,1476
153,22:39.6,1468
153,22:40.6,1270
153,22:41.6,1095
153,22:42.6,1088
153,22:43.6,1089
153,22:44.6,1088
153,22:45.6,1086
153,22:46.6,1086
153,22:47.6,1084
153,22:48.6,1085
153,22:49.6,1083
153,22:50.6,1081
153,22:51.6,1075
153,22:52.6,1069
153,22:53.6,1066
153,22:54.6,1061
153,22:55.6,1063
153,22:56.6,1056
153,22:57.6,1049
153,22:58.6,1033
153,22:59.6,1029
153,23:00.6,1024
153,23:01.6,1012
153,23:02.6,1002
153,23:03.6,986
153,23:04.6,975
153,23:05.6,971
153,23:06.6,973
153,23:07.6,981
153,23:08.6,1055
153,23:09.6,1006
153,23:10.6,1007
153,23:11.6,992
153,23:12.6,997
153,23:13.6,1007
153,23:14.6,996
153,23:15.6,990
153,23:16.6,992
153,23:17.6,997
153,23:18.6,1015
153,23:19.6,1007
153,23:20.6,1013
153,23:21.6,1026
153,23:22.6,1020
153,23:23.6,1019
153,23:24.6,1015
153,23:25.6,1019
153,23:26.6,1161
153,23:27.6,1203
153,23:28.6,1268
153,23:29.6,1074
153,23:30.6,1536
153,23:31.6,1583
153,23:32.6,1601
153,23:33.6,1603
153,23:34.6,1603
153,23:35.6,1604
153,23:36.6,1584
153,23:37.6,1545
153,23:38.6,1494
153,23:39.6,1438
153,23:40.6,1378
153,23:41.6,1343
153,23:42.6,1369
153,23:43.6,1391
153,23:44.6,1405
153,23:45.6,1369
153,23:46.6,1330
153,23:47.6,1336
153,23:48.6,1341
153,23:49.6,1344
153,23:50.6,1294
153,23:51.6,1247
153,23:52.6,1208
153,23:53.6,1168
153,23:54.6,1151
153,23:55.6,1140
153,23:56.6,1123
153,23:57.6,1118
153,23:58.6,1107
153,23:59.6,1101
153,24:00.6,1099
153,24:01.6,1079
153,24:02.6,1074
153,24:03.6,1061
153,24:04.6,1052
153,24:05.6,1040
153,24:06.6,1030
153,24:07.6,1015
153,24:08.6,1003
153,24:09.6,994
153,24:10.6,1007
153,24:11.6,986
153,24:12.6,987
153,24:13.6,986
153,24:14.6,994
153,24:15.6,997
153,24:16.6,995
153,24:17.6,994
153,24:18.6,985
153,24:19.6,1007
153,24:20.6,1010
153,24:21.6,1009
153,24:22.6,1008
153,24:23.6,1005
153,24:24.6,1011
153,24:25.6,1127
153,24:26.6,1465
153,24:27.6,1318
153,24:28.6,1596
153,24:29.6,1601
153,24:30.6,1601
153,24:31.6,1601
153,24:32.6,1602
153,24:33.6,1602
153,24:34.6,1585
153,24:35.6,1503
153,24:36.6,1395
153,24:37.6,1335
153,24:38.6,1306
153,24:39.6,1273
153,24:40.6,1210
153,24:41.6,1156
153,24:42.6,1116
153,24:43.6,1102
153,24:44.6,1099
153,24:45.6,1096
153,24:46.6,1094
153,24:47.6,1088
153,24:48.6,1088
153,24:49.6,1089
153,24:50.6,1084
153,24:51.6,1082
153,24:52.6,1080
153,24:53.6,1080
153,24:54.6,1077
153,24:55.6,1075
153,24:56.6,1073
153,24:57.6,1072
153,24:58.6,1071
153,24:59.6,1061
153,25:00.6,1051
153,25:01.6,1049
153,25:02.6,1049
153,25:03.6,1163
153,25:04.6,1022
153,25:05.6,1021
153,25:06.6,1015
153,25:07.6,1010
153,25:08.6,1011
153,25:09.6,1012
153,25:10.6,1012
153,25:11.6,1004
153,25:12.6,1005
153,25:13.6,1075
153,25:14.6,1004
153,25:15.6,993
153,25:16.6,988
153,25:17.6,990
153,25:18.6,987
153,25:19.6,1007
153,25:20.6,979
153,25:21.6,994
153,25:22.6,992
153,25:23.6,986
153,25:24.6,985
153,25:25.6,982
153,25:26.6,980
153,25:27.6,986
153,25:28.6,981
153,25:29.6,982
153,25:30.6,1002
153,25:31.6,1219
153,25:32.6,1324
153,25:33.6,1376
153,25:34.6,1597
153,25:35.6,1603
153,25:36.6,1604
153,25:37.6,1605
153,25:38.6,1604
153,25:39.6,1604
153,25:40.6,1604
153,25:41.6,1593
153,25:42.6,1575
153,25:43.6,1513
153,25:44.6,1403
153,25:45.6,1316
153,25:46.6,1234
153,25:47.6,1185
153,25:48.6,1144
153,25:49.6,1127
153,25:50.6,1121
153,25:51.6,1119
153,25:52.6,1119
153,25:53.6,1116
153,25:54.6,1115
153,25:55.6,1112
153,25:56.6,1108
153,25:57.6,1090
153,25:58.6,1083
153,25:59.6,1079
153,26:00.6,1077
153,26:01.6,1073
153,26:02.6,1072
153,26:03.6,1073
153,26:04.6,1066
153,26:05.6,1059
153,26:06.6,1057
153,26:07.6,1052
153,26:08.6,1048
153,26:09.6,1041
153,26:10.6,1040
153,26:11.6,1040
153,26:12.6,1037
153,26:13.6,1030
153,26:14.6,1010
153,26:15.6,995
153,26:16.6,988
153,26:17.6,980
153,26:18.6,979
153,26:19.6,986
153,26:20.6,989
153,26:21.6,994
153,26:22.6,991
153,26:23.6,994
153,26:24.6,1003
153,26:25.6,982
153,26:26.6,984
153,26:27.6,992
153,26:28.6,994
153,26:29.6,995
153,26:30.6,996
153,26:31.6,1017
153,26:32.6,1005
153,26:33.6,1005
153,26:34.6,1003
153,26:35.6,1002
153,26:36.6,1002
153,26:37.6,1001
153,26:38.6,997
153,26:39.6,1089
153,26:40.6,1333
153,26:41.6,1437
153,26:42.6,1245
153,26:43.6,1565
153,26:44.6,1595
153,26:45.6,1601
153,26:46.6,1594
153,26:47.6,1601
153,26:48.6,1601
153,26:49.6,1599
153,26:50.6,1585
153,26:51.6,1563
153,26:52.6,1547
153,26:53.6,1538
153,26:54.6,1520
153,26:55.6,1516
153,26:56.6,1512
153,26:57.6,1511
153,26:58.6,1508
153,26:59.6,1504
153,27:00.6,1493
153,27:01.6,1487
153,27:02.6,1494
153,27:03.6,1494
153,27:04.6,1488
153,27:05.6,1452
153,27:06.6,1384
153,27:07.6,1337
153,27:08.6,1283
153,27:09.6,1194
153,27:10.6,1095
153,27:11.6,1084
153,27:12.6,1065
153,27:13.6,1055
153,27:14.6,1047
153,27:15.6,1044
153,27:16.6,1034
153,27:17.6,1012
153,27:18.6,991
153,27:19.6,990
153,27:20.6,985
153,27:21.6,979
153,27:22.6,972
153,27:23.6,968
153,27:24.6,957
153,27:25.6,952
153,27:26.6,954
153,27:27.6,950
153,27:28.6,945
153,27:29.6,951
153,27:30.6,950
153,27:31.6,946
153,27:32.6,942
153,27:33.6,937
153,27:34.6,936
153,27:35.6,966
153,27:36.6,957
153,27:37.6,957
153,27:38.6,957
153,27:39.6,965
153,27:40.6,957
153,27:41.6,1157
153,27:42.6,1171
153,27:43.6,1051
153,27:44.6,1219
153,27:45.6,1586
153,27:46.6,1602
153,27:47.6,1601
153,27:48.6,1601
153,27:49.6,1602
153,27:50.6,1603
153,27:51.6,1602
153,27:52.6,1597
153,27:53.6,1575
153,27:54.6,1558
153,27:55.6,1544
153,27:56.6,1502
153,27:57.6,1511
153,27:58.6,1517
153,27:59.6,1517
153,28:00.6,1517
153,28:01.7,1485
153,28:02.6,1296
153,28:03.6,1229
153,28:04.7,1208
153,28:05.6,1205
153,28:06.6,1190
153,28:07.6,1163
153,28:08.6,1150
153,28:09.6,1145
153,28:10.6,1144
153,28:11.6,1140
153,28:12.6,1122
153,28:13.6,1103
153,28:14.6,1090
153,28:15.6,1082
153,28:16.8,1073
153,28:17.6,1060
153,28:18.6,1044
153,28:19.6,1026
153,28:20.6,1011
153,28:21.6,985
153,28:22.6,976
153,28:23.6,965
153,28:24.6,1060
153,28:25.6,961
153,28:26.6,982
153,28:27.6,961
153,28:28.6,956
153,28:29.6,946
153,28:30.6,941
153,28:31.6,940
153,28:32.6,951
153,28:33.6,956
153,28:34.6,955
153,28:35.6,961
153,28:36.6,975
153,28:37.6,975
153,28:38.6,970
153,28:39.6,970
153,28:40.6,970
153,28:41.6,968
153,28:42.6,970
153,28:43.6,973
153,28:44.6,985
153,28:45.6,991
153,28:46.6,984
153,28:47.6,1312
153,28:48.6,1002
153,28:49.6,963
153,28:50.6,1216
153,28:51.6,1115
153,28:52.6,1268
153,28:53.6,948
153,28:54.6,1447
153,28:55.6,1579
153,28:56.6,1498
153,28:57.6,1310
153,28:58.6,1218
153,28:59.6,1205
153,29:00.6,1171
153,29:01.6,1110
153,29:02.6,1078
153,29:03.6,1091
153,29:04.6,1115
153,29:05.6,1143
153,29:06.6,1154
153,29:07.6,1102
153,29:08.6,1085
153,29:09.6,1083
153,29:10.6,1074
153,29:11.6,1069
153,29:12.6,1065
153,29:13.6,1060
153,29:14.6,1058
153,29:15.6,1056
153,29:16.6,1053
153,29:17.6,1039
153,29:18.6,1023
153,29:19.6,1014
153,29:20.6,1009
153,29:21.6,1005
153,29:22.6,1001
153,29:23.6,994
153,29:24.6,987
153,29:25.6,986
153,29:26.6,977
153,29:27.6,976
153,29:28.6,974
153,29:29.6,967
153,29:30.6,957
153,29:31.6,956
153,29:32.6,952
153,29:33.6,947
153,29:34.6,946
153,29:35.6,973
153,29:36.6,973
153,29:37.6,976
153,29:38.6,976
153,29:39.6,972
153,29:40.6,968
153,29:41.6,968
153,29:42.6,965
153,29:43.6,966
153,29:44.6,965
153,29:45.6,1006
153,29:46.6,975
153,29:47.6,972
153,29:48.6,980
153,29:49.6,977
153,29:50.6,984
153,29:51.6,1000
153,29:52.6,987
153,29:53.6,989
153,29:54.6,990
153,29:55.6,989
153,29:56.6,988
153,29:57.6,997
153,29:58.6,998
153,29:59.6,994
153,30:00.6,990
153,30:01.6,987
153,30:02.6,1449
153,30:03.6,1533
153,30:04.6,1090
153,30:05.6,988
153,30:06.6,1337
153,30:07.6,1580
153,30:08.6,1595
153,30:09.6,1601
153,30:10.6,1515
153,30:11.6,1186
153,30:12.6,1096
153,30:13.6,1113
153,30:14.6,1500
153,30:15.6,1591
153,30:16.6,1557
153,30:17.6,1556
153,30:18.6,1562
153,30:19.6,1563
153,30:20.6,1555
153,30:21.6,1401
153,30:22.6,1093
153,30:23.6,1033
153,30:24.6,1026
153,30:25.6,1021
153,30:26.6,1013
153,30:27.6,996
153,30:28.6,989
153,30:29.6,987
153,30:30.6,974
153,30:31.6,969
153,30:32.6,960
153,30:33.6,957
153,30:34.6,953
153,30:35.6,951
153,30:36.6,961
153,30:37.6,962
153,30:38.6,963
153,30:39.6,966
153,30:40.6,963
153,30:41.6,963
153,30:42.6,972
153,30:43.6,960
153,30:44.6,956
153,30:45.6,961
153,30:46.6,956
153,30:47.6,954
153,30:48.6,962
153,30:49.6,966
153,30:50.6,979
153,30:51.6,983
153,30:52.6,980
153,30:53.6,979
153,30:54.6,981
153,30:55.6,979
153,30:56.6,982
153,30:57.6,982
153,30:58.6,986
153,30:59.6,988
153,31:00.6,993
153,31:01.6,994
153,31:02.6,981
153,31:03.6,976
153,31:04.6,975
153,31:05.6,973
153,31:06.6,969
153,31:07.9,1417
153,31:08.6,1561
153,31:09.6,1417
153,31:10.6,1600
153,31:11.6,1600
153,31:12.6,1601
153,31:13.6,1602
153,31:14.6,1600
153,31:15.6,1537
153,31:16.6,1362
153,31:17.6,1355
153,31:18.6,1376
153,31:19.6,1368
153,31:20.6,1565
153,31:21.6,1579
153,31:22.6,1571
153,31:23.6,1516
153,31:24.6,1442
153,31:25.6,1520
153,31:26.6,1171
153,31:27.6,1133
153,31:28.6,1107
153,31:29.6,1096
153,31:30.6,1088
153,31:31.6,1076
153,31:32.6,1068
153,31:33.6,1059
153,31:34.6,1049
153,31:35.6,1039
153,31:36.6,1025
153,31:37.6,1019
153,31:38.6,1014
153,31:39.6,995
153,31:40.6,986
153,31:41.6,979
153,31:42.6,974
153,31:43.6,987
153,31:44.6,1009
153,31:45.6,1011
153,31:46.6,1011
153,31:47.6,1000
153,31:48.6,996
153,31:49.6,994
153,31:50.6,1005
153,31:51.6,1003
153,31:52.6,1017
153,31:53.6,1015
153,31:54.6,1019
153,31:55.6,1016
153,31:56.6,1014
153,31:57.6,1279
153,31:58.6,1086
153,31:59.6,1214
153,32:00.6,1426
153,32:01.6,1311
153,32:02.6,1422
153,32:03.6,1599
153,32:04.6,1602
153,32:05.6,1603
153,32:06.8,1603
153,32:07.6,1602
153,32:08.6,1572
153,32:09.6,1452
153,32:10.6,1298
153,32:11.6,1164
153,32:12.6,1106
153,32:13.6,1086
153,32:14.6,1070
153,32:15.6,1059
153,32:16.6,1069
153,32:17.6,1077
153,32:18.6,1079
153,32:19.6,1080
153,32:20.6,1080
153,32:21.6,1080
153,32:22.6,1079
153,32:23.6,1077
153,32:24.6,1077
153,32:25.6,1075
153,32:26.6,1074
153,32:27.6,1075
153,32:28.6,1072
153,32:29.6,1070
153,32:30.6,1039
153,32:31.6,1023
153,32:32.6,1000
153,32:33.6,994
153,32:34.6,987
153,32:35.6,981
153,32:36.6,969
153,32:37.6,961
153,32:38.6,952
153,32:39.6,950
153,32:40.6,944
153,32:41.6,950
153,32:42.6,951
153,32:43.6,948
153,32:44.6,948
153,32:45.6,974
153,32:46.6,960
153,32:47.6,954
153,32:48.6,951
153,32:49.6,960
153,32:50.6,971
153,32:51.6,959
153,32:52.6,963
153,32:53.6,960
153,32:54.6,957
153,32:55.6,977
153,32:56.6,966
153,32:57.6,965
153,32:58.6,965
153,32:59.6,963
153,33:00.6,1184
153,33:01.6,1335
153,33:02.6,1323
153,33:03.6,1590
153,33:04.6,1594
153,33:05.6,1602
153,33:06.6,1604
153,33:07.6,1605
153,33:08.6,1605
153,33:09.6,1604
153,33:10.6,1580
153,33:11.6,1532
153,33:12.6,1446
153,33:13.6,1348
153,33:14.6,1272
153,33:15.6,1202
153,33:16.6,1156
153,33:17.6,1112
153,33:18.6,1109
153,33:19.6,1106
153,33:20.6,1103
153,33:21.6,1100
153,33:22.6,1103
153,33:23.6,1104
153,33:24.6,1101
153,33:25.6,1098
153,33:26.6,1093
153,33:27.6,1091
153,33:28.6,1087
153,33:29.6,1085
153,33:30.6,1084
153,33:31.6,1080
153,33:32.6,1076
153,33:33.6,1074
153,33:34.6,1071
153,33:35.6,1060
153,33:36.6,1053
153,33:37.6,1045
153,33:38.6,1041
153,33:39.6,1035
153,33:40.6,1031
153,33:41.6,1028
153,33:42.6,1023
153,33:43.6,1016
153,33:44.6,1016
153,33:45.6,1008
153,33:46.6,1003
153,33:47.6,995
153,33:48.6,986
153,33:49.6,1178
153,33:50.6,1013
153,33:51.6,989
153,33:52.6,1389
153,33:53.6,1153
153,33:54.6,1085
153,33:55.6,1067
153,33:56.6,1058
153,33:57.6,1057
153,33:58.6,1057
153,33:59.6,1082
153,34:00.6,1069
153,34:01.6,1082
153,34:02.6,1093
153,34:03.6,1102
153,34:04.6,1086
153,34:05.6,1090
153,34:06.6,1085
153,34:07.9,1083
153,34:08.6,1101
153,34:09.6,1083
153,34:10.6,1071
153,34:11.6,1069
153,34:12.6,1064
153,34:13.6,1062
153,34:14.6,1064
153,34:15.6,1060
153,34:16.6,1055
153,34:17.6,1054
153,34:18.6,1059
153,34:19.6,1458
153,34:20.6,1031
153,34:21.6,1197
153,34:22.6,1395
153,34:23.6,1364
153,34:24.6,1301
153,34:25.6,1531
153,34:26.6,1580
153,34:27.6,1588
153,34:28.6,1500
153,34:29.6,1485
153,34:30.6,1527
153,34:31.6,1495
153,34:32.6,1316
153,34:33.6,1310
153,34:34.6,1575
153,34:35.6,1536
153,34:36.6,1552
153,34:37.6,1541
153,34:38.6,1498
153,34:39.6,1230
153,34:40.6,1151
153,34:41.6,1100
153,34:42.6,1085
153,34:43.6,1073
153,34:44.6,1066
153,34:45.6,1049
153,34:46.6,1038
153,34:47.6,1038
153,34:48.6,1032
153,34:49.6,1030
153,34:50.6,1035
153,34:51.6,1032
153,34:52.6,1020
153,34:53.6,1054
153,34:54.6,1049
153,34:55.6,1053
153,34:56.6,1050
153,34:57.6,1069
153,34:58.6,1068
153,34:59.6,1043
153,35:00.6,1046
153,35:01.6,1044
153,35:02.6,1044
153,35:03.6,1052
153,35:04.6,1048
153,35:05.6,1049
153,35:06.6,1047
153,35:07.6,1057
153,35:08.6,1057
153,35:09.6,1061
153,35:10.6,1055
153,35:11.6,1050
153,35:12.6,1050
153,35:13.6,1050
153,35:14.6,1082
153,35:15.6,1090
153,35:16.6,1084
153,35:17.6,1092
153,35:18.6,1093
153,35:19.6,1093
153,35:20.6,1091
153,35:21.6,1094
153,35:22.6,1094
153,35:23.6,1086
153,35:24.6,1081
153,35:25.6,1530
153,35:26.6,1497
153,35:27.6,1574
153,35:28.6,1441
153,35:29.6,1597
153,35:30.6,1601
153,35:31.6,1600
153,35:32.6,1603
153,35:33.6,1602
153,35:34.6,1601
153,35:35.6,1601
153,35:36.6,1601
153,35:37.6,1602
153,35:38.6,1603
153,35:39.6,1593
153,35:40.6,1591
153,35:41.6,1582
153,35:42.8,1576
153,35:43.6,1446
153,35:44.6,1112
153,35:45.6,1080
153,35:46.6,1082
153,35:47.6,1073
153,35:48.6,1058
153,35:49.6,1042
153,35:50.6,1029
153,35:51.6,1029
153,35:52.6,1029
153,35:53.6,1028
153,35:54.6,1021
153,35:55.6,1016
153,35:56.6,1009
153,35:57.6,1000
153,35:58.6,994
153,35:59.6,991
153,36:00.6,987
153,36:01.6,981
153,36:02.6,1019
153,36:03.6,993
153,36:04.6,999
153,36:05.6,994
153,36:06.6,1005
153,36:07.6,1004
153,36:08.6,1002
153,36:09.6,1000
153,36:10.6,1003
153,36:11.6,1005
153,36:12.6,1012
153,36:13.6,1023
153,36:14.6,1011
153,36:15.6,1027
153,36:16.6,1026
153,36:17.6,1025
153,36:18.6,1023
153,36:19.6,1024
153,36:20.6,1027
153,36:21.6,1210
153,36:22.6,1154
153,36:23.6,1281
153,36:24.6,1576
153,36:25.6,1598
153,36:26.6,1603
153,36:27.6,1602
153,36:28.6,1595
153,36:29.6,1528
153,36:30.6,1435
153,36:31.6,1334
153,36:32.6,1249
153,36:33.6,1211
153,36:34.6,1238
153,36:35.6,1261
153,36:36.6,1279
153,36:37.6,1292
153,36:38.6,1268
153,36:39.6,1245
153,36:40.6,1218
153,36:41.6,1173
153,36:42.6,1141
153,36:43.6,1131
153,36:44.6,1128
153,36:45.6,1126
153,36:46.6,1124
153,36:47.6,1111
153,36:48.6,1087
153,36:49.6,1085
153,36:50.6,1076
153,36:51.6,1072
153,36:52.6,1066
153,36:53.6,1056
153,36:54.6,1051
153,36:55.6,1048
153,36:56.6,1044
153,36:57.6,1039
153,36:58.6,1035
153,36:59.6,1031
153,37:00.6,1020
153,37:01.6,1014
153,37:02.6,1008
153,37:03.6,1004
153,37:04.6,997
153,37:05.6,994
153,37:06.6,993
153,37:07.6,990
153,37:08.6,992
153,37:09.6,988
153,37:10.6,984
153,37:11.6,982
153,37:12.6,981
153,37:13.6,979
153,37:14.6,981
153,37:15.6,1039
153,37:16.6,1062
153,37:17.6,1467
153,37:18.6,1586
153,37:19.6,1603
153,37:20.6,1604
153,37:21.6,1604
153,37:22.6,1605
153,37:23.6,1604
153,37:24.6,1603
153,37:25.6,1605
153,37:26.6,1603
153,37:27.6,1602
153,37:28.6,1597
153,37:29.6,1572
153,37:30.6,1573
153,37:31.6,1554
153,37:32.6,1513
153,37:33.6,1476
153,37:34.6,1492
153,37:35.6,1500
153,37:36.6,1495
153,37:37.6,1427
153,37:38.6,1419
153,37:39.6,1414
153,37:40.6,1409
153,37:41.6,1322
153,37:42.6,1238
153,37:43.6,1220
153,37:44.6,1230
153,37:45.6,1230
153,37:46.6,1228
153,37:47.6,1228
153,37:48.6,1231
153,37:49.6,1213
153,37:50.6,1189
153,37:51.6,1182
153,37:52.6,1162
153,37:53.6,1147
153,37:54.6,1140
153,37:55.6,1133
153,37:56.6,1123
153,37:57.6,1104
153,37:58.6,1088
153,37:59.6,1070
153,38:00.6,1054
153,38:01.6,1038
153,38:02.6,1028
153,38:03.6,1017
153,38:04.6,1008
153,38:05.6,999
153,38:06.6,994
153,38:07.6,990
153,38:08.6,995
153,38:09.6,991
153,38:10.6,988
153,38:11.6,986
153,38:12.6,988
153,38:13.6,1000
153,38:14.6,989
153,38:15.6,990
153,38:16.6,991
153,38:17.6,989
153,38:18.6,986
153,38:19.6,986
153,38:20.6,988
153,38:21.6,988
153,38:22.6,990
153,38:23.6,991
153,38:24.6,991
153,38:25.6,992
153,38:26.6,994
153,38:27.6,999
153,38:28.6,1001
153,38:29.6,1001
153,38:30.6,1001
153,38:31.6,1000
153,38:32.6,1002
153,38:33.6,999
153,38:34.6,1004
153,38:35.6,1002
153,38:36.6,1010
153,38:37.6,1009
153,38:38.6,1417
153,38:39.6,1546
153,38:40.6,1587
153,38:41.6,1599
153,38:42.6,1602
153,38:43.6,1602
153,38:44.6,1602
153,38:45.6,1603
153,38:46.6,1603
153,38:47.6,1603
153,38:48.6,1602
153,38:49.6,1602
153,38:50.6,1602
153,38:51.6,1601
153,38:52.6,1602
153,38:53.6,1597
153,38:54.6,1588
153,38:55.6,1449
153,38:56.6,1284
153,38:57.6,1097
153,38:58.6,1097
153,38:59.6,1098
153,39:00.6,1096
153,39:01.6,1091
153,39:02.6,1090
153,39:03.6,1083
153,39:04.6,1078
153,39:05.6,1068
153,39:06.6,1043
153,39:07.6,1027
153,39:08.6,1022
153,39:09.6,1009
153,39:10.6,1000
153,39:11.6,995
153,39:12.6,990
153,39:13.6,986
153,39:14.6,984
153,39:15.6,987
153,39:16.6,983
153,39:17.6,986
153,39:18.6,978
153,39:19.6,971
153,39:20.6,968
153,39:21.6,967
153,39:22.6,964
153,39:23.6,965
153,39:24.6,967
153,39:25.6,973
153,39:26.6,972
153,39:27.6,975
153,39:28.6,977
153,39:29.6,979
153,39:30.6,982
153,39:31.6,984
153,39:32.6,986
153,39:33.6,982
153,39:34.6,984
153,39:35.6,991
153,39:36.6,1018
153,39:37.6,1000
153,39:38.6,995
153,39:39.6,1402
153,39:40.6,1384
153,39:41.6,1440
153,39:42.6,1599
153,39:43.6,1604
153,39:44.6,1605
153,39:45.6,1604
153,39:46.6,1603
153,39:47.6,1605
153,39:48.6,1603
153,39:49.6,1603
153,39:50.6,1589
153,39:51.6,1588
153,39:52.6,1591
153,39:53.6,1588
153,39:54.6,1587
153,39:55.6,1588
153,39:56.6,1587
153,39:57.6,1585
153,39:58.6,1584
153,39:59.6,1582
153,40:00.6,1579
153,40:01.6,1101
153,40:02.6,1082
153,40:03.6,1078
153,40:04.6,1072
153,40:05.6,1067
153,40:06.6,1060
153,40:07.6,1058
153,40:08.6,1044
153,40:09.6,1035
153,40:10.6,1023
153,40:11.6,1005
153,40:12.6,995
153,40:13.6,986
153,40:14.6,984
153,40:15.6,980
153,40:16.6,974
153,40:17.6,969
153,40:18.6,963
153,40:19.6,960
153,40:20.6,955
153,40:21.6,956
153,40:22.6,956
153,40:23.6,956
153,40:24.6,955
153,40:25.6,952
153,40:26.6,951
153,40:27.6,952
153,40:28.6,952
153,40:29.6,954
153,40:30.6,958
153,40:31.6,957
153,40:32.6,958
153,40:33.6,958
153,40:34.6,956
153,40:35.6,956
153,40:36.6,957
153,40:37.6,958
153,40:38.6,959
153,40:39.6,959
153,40:40.6,1178
153,40:41.6,1295
153,40:42.6,1566
153,40:43.6,1603
153,40:44.6,1376
153,40:45.6,1605
153,40:46.6,1604
153,40:47.6,1605
153,40:48.6,1605
153,40:49.6,1604
153,40:50.6,1565
153,40:51.6,1575
153,40:52.6,1581
153,40:53.6,1496
153,40:54.6,1218
153,40:55.6,1110
153,40:56.6,1105
153,40:57.6,1105
153,40:58.6,1103
153,40:59.6,1076
153,41:00.6,1073
153,41:01.6,1102
153,41:02.6,1108
153,41:03.6,1067
153,41:04.6,1064
153,41:05.6,1055
153,41:06.6,1047
153,41:07.6,1044
153,41:08.6,1037
153,41:09.6,1029
153,41:10.6,1023
153,41:11.6,1012
153,41:12.6,1006
153,41:13.6,998
153,41:14.6,990
153,41:15.6,977
153,41:16.6,973
153,41:17.6,966
153,41:18.6,961
153,41:19.6,958
153,41:20.6,954
153,41:21.6,951
153,41:22.6,944
153,41:23.6,938
153,41:24.6,932
153,41:25.6,933
153,41:26.6,936
153,41:27.6,933
153,41:28.6,930
153,41:29.6,929
153,41:30.6,926
153,41:31.6,926
153,41:32.6,929
153,41:33.6,940
153,41:34.6,939
153,41:35.6,938
153,41:36.6,937
153,41:37.6,937
153,41:38.6,1014
153,41:39.6,1228
153,41:40.6,1311
153,41:41.6,1447
153,41:42.6,1597
153,41:43.6,1604
153,41:44.6,1606
153,41:45.6,1605
153,41:46.6,1606
153,41:47.6,1605
153,41:48.6,1605
153,41:49.6,1605
153,41:50.6,1604
153,41:51.6,1563
153,41:52.6,1399
153,41:53.6,1293
153,41:54.6,1252
153,41:55.6,1246
153,41:56.6,1243
153,41:57.6,1240
153,41:58.6,1235
153,41:59.6,1230
153,42:00.6,1222
153,42:01.6,1198
153,42:02.6,1173
153,42:03.6,1137
153,42:04.6,1122
153,42:05.6,1119
153,42:06.6,1114
153,42:07.6,1111
153,42:08.6,1106
153,42:09.6,1104
153,42:10.6,1079
153,42:11.6,1060
153,42:12.6,1054
153,42:13.6,1049
153,42:14.6,1047
153,42:15.6,1036
153,42:16.6,1024
153,42:17.6,1010
153,42:18.6,1001
153,42:19.6,998
153,42:20.6,990
153,42:21.6,985
153,42:22.6,979
153,42:23.6,969
153,42:24.6,962
153,42:25.6,964
153,42:26.6,964
153,42:27.6,963
153,42:28.6,960
153,42:29.6,964
153,42:30.6,964
153,42:31.6,960
153,42:32.6,965
153,42:33.6,975
153,42:34.6,977
153,42:35.6,979
153,42:36.6,999
153,42:37.6,1007
153,42:38.6,991
153,42:39.6,986
153,42:40.6,984
153,42:41.6,983
153,42:42.6,987
153,42:43.6,982
153,42:44.6,1175
153,42:45.6,1182
153,42:46.6,1292
153,42:47.6,1598
153,42:48.6,1605
153,42:49.6,1604
153,42:50.6,1604
153,42:51.6,1603
153,42:52.6,1603
153,42:53.6,1603
153,42:54.6,1604
153,42:55.6,1605
153,42:56.6,1603
153,42:57.6,1602
153,42:58.6,1584
153,42:59.6,1534
153,43:00.6,1560
153,43:01.6,1569
153,43:02.6,1564
153,43:03.6,1406
153,43:04.6,1387
153,43:05.6,1364
153,43:06.6,1362
153,43:07.6,1334
153,43:08.6,1303
153,43:09.6,1293
153,43:10.6,1288
153,43:11.6,1285
153,43:12.6,1284
153,43:13.6,1277
153,43:14.6,1150
153,43:15.6,1129
153,43:16.6,1118
153,43:17.6,1106
153,43:18.6,1095
153,43:19.6,1080
153,43:20.6,1071
153,43:21.6,1059
153,43:22.6,1050
153,43:23.6,1037
